GO	term_name	background_n	foreground_n	expected_n	weight01	weight01_p	fold_enrichment	comparison	set	foreground_total	background_total	foreground_HOGs
GO:0072001	renal system development	214	0	0.69	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072002	Malpighian tubule development	57	0	0.18	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072006	nephron development	74	0	0.24	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072009	nephron epithelium development	58	0	0.19	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072028	nephron morphogenesis	35	0	0.11	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072073	kidney epithelium development	73	0	0.24	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072078	nephron tubule morphogenesis	33	0	0.11	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072080	nephron tubule development	45	0	0.15	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072088	nephron epithelium morphogenesis	33	0	0.11	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072089	stem cell proliferation	161	0	0.52	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072091	regulation of stem cell proliferation	79	0	0.25	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072132	mesenchyme morphogenesis	24	0	0.08	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072163	mesonephric epithelium development	42	0	0.14	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072164	mesonephric tubule development	42	0	0.14	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072171	mesonephric tubule morphogenesis	30	0	0.1	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072175	epithelial tube formation	97	0	0.31	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072329	monocarboxylic acid catabolic process	78	0	0.25	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072330	monocarboxylic acid biosynthetic process	121	0	0.39	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072347	response to anesthetic	80	0	0.26	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072348	sulfur compound transport	24	0	0.08	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072350	tricarboxylic acid metabolic process	45	0	0.15	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072376	protein activation cascade	24	0	0.08	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072384	organelle transport along microtubule	64	0	0.21	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072488	ammonium transmembrane transport	30	0	0.1	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072499	photoreceptor cell axon guidance	29	0	0.09	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072521	purine-containing compound metabolic pro...	403	0	1.3	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072522	purine-containing compound biosynthetic ...	189	0	0.61	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072523	purine-containing compound catabolic pro...	83	0	0.27	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072524	pyridine-containing compound metabolic p...	109	0	0.35	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072525	pyridine-containing compound biosyntheti...	49	0	0.16	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072526	pyridine-containing compound catabolic p...	56	0	0.18	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072527	pyrimidine-containing compound metabolic...	52	0	0.17	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072528	pyrimidine-containing compound biosynthe...	32	0	0.1	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072553	terminal button organization	42	0	0.14	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072583	clathrin-dependent endocytosis	57	0	0.18	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072594	establishment of protein localization to...	364	0	1.17	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072595	maintenance of protein localization in o...	32	0	0.1	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072599	establishment of protein localization to...	80	0	0.26	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072655	establishment of protein localization to...	73	0	0.24	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072657	protein localization to membrane	365	0	1.18	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072659	protein localization to plasma membrane	150	0	0.48	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072662	protein localization to peroxisome	38	0	0.12	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072663	establishment of protein localization to...	38	0	0.12	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072665	protein localization to vacuole	35	0	0.11	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072666	establishment of protein localization to...	30	0	0.1	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0072698	protein localization to microtubule cyto...	35	0	0.11	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0080134	regulation of response to stress	724	0	2.34	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0080135	regulation of cellular response to stres...	403	0	1.3	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0080164	regulation of nitric oxide metabolic pro...	26	0	0.08	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0080171	lytic vacuole organization	58	0	0.19	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0085029	extracellular matrix assembly	27	0	0.09	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0086001	cardiac muscle cell action potential	27	0	0.09	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0086003	cardiac muscle cell contraction	24	0	0.08	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090066	regulation of anatomical structure size	452	0	1.46	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090068	positive regulation of cell cycle proces...	201	0	0.65	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090090	negative regulation of canonical Wnt sig...	88	0	0.28	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090092	regulation of transmembrane receptor pro...	154	0	0.5	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090100	positive regulation of transmembrane rec...	75	0	0.24	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090101	negative regulation of transmembrane rec...	81	0	0.26	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090102	cochlea development	35	0	0.11	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090109	regulation of cell-substrate junction as...	30	0	0.1	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090114	COPII-coated vesicle budding	44	0	0.14	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090130	tissue migration	294	0	0.95	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090132	epithelium migration	288	0	0.93	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090150	establishment of protein localization to...	200	0	0.65	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090162	establishment of epithelial cell polarit...	35	0	0.11	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090169	regulation of spindle assembly	23	0	0.07	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090174	organelle membrane fusion	114	0	0.37	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090175	regulation of establishment of planar po...	61	0	0.2	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090181	regulation of cholesterol metabolic proc...	32	0	0.1	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090183	regulation of kidney development	23	0	0.07	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090199	regulation of release of cytochrome c fr...	20	0	0.06	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090207	regulation of triglyceride metabolic pro...	37	0	0.12	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090224	regulation of spindle organization	38	0	0.12	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090263	positive regulation of canonical Wnt sig...	86	0	0.28	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090276	regulation of peptide hormone secretion	117	0	0.38	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090277	positive regulation of peptide hormone s...	53	0	0.17	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090278	negative regulation of peptide hormone s...	37	0	0.12	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090287	regulation of cellular response to growt...	193	0	0.62	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090288	negative regulation of cellular response...	101	0	0.33	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090303	positive regulation of wound healing	23	0	0.07	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090306	meiotic spindle assembly	28	0	0.09	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090307	mitotic spindle assembly	60	0	0.19	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090311	regulation of protein deacetylation	29	0	0.09	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090317	negative regulation of intracellular pro...	36	0	0.12	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090329	regulation of DNA-templated DNA replicat...	58	0	0.19	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090382	phagosome maturation	25	0	0.08	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090398	cellular senescence	31	0	0.1	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090497	mesenchymal cell migration	26	0	0.08	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090504	epiboly	35	0	0.11	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090505	epiboly involved in wound healing	30	0	0.1	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090559	regulation of membrane permeability	29	0	0.09	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090596	sensory organ morphogenesis	454	0	1.47	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090598	male anatomical structure morphogenesis	70	0	0.23	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090630	activation of GTPase activity	50	0	0.16	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0090659	walking behavior	35	0	0.11	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097006	regulation of plasma lipoprotein particl...	33	0	0.11	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097009	energy homeostasis	25	0	0.08	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097061	dendritic spine organization	51	0	0.16	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097066	response to thyroid hormone	25	0	0.08	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097120	receptor localization to synapse	20	0	0.06	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097150	neuronal stem cell population maintenanc...	27	0	0.09	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097164	ammonium ion metabolic process	94	0	0.3	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097191	extrinsic apoptotic signaling pathway	87	0	0.28	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097192	extrinsic apoptotic signaling pathway in...	24	0	0.08	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097194	execution phase of apoptosis	57	0	0.18	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097237	cellular response to toxic substance	129	0	0.42	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097305	response to alcohol	257	0	0.83	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097306	cellular response to alcohol	86	0	0.28	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097327	response to antineoplastic agent	85	0	0.27	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097352	autophagosome maturation	38	0	0.12	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097366	response to bronchodilator	34	0	0.11	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097421	liver regeneration	30	0	0.1	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097435	supramolecular fiber organization	393	0	1.27	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097479	synaptic vesicle localization	118	0	0.38	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097480	establishment of synaptic vesicle locali...	98	0	0.32	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097484	dendrite extension	24	0	0.08	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097485	neuron projection guidance	341	0	1.1	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097529	myeloid leukocyte migration	35	0	0.11	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097530	granulocyte migration	21	0	0.07	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097553	calcium ion transmembrane import into cy...	61	0	0.2	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097581	lamellipodium organization	62	0	0.2	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097696	cell surface receptor signaling pathway ...	72	0	0.23	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097711	ciliary basal body-plasma membrane docki...	54	0	0.17	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097722	sperm motility	73	0	0.24	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097734	extracellular exosome biogenesis	20	0	0.06	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0097746	blood vessel diameter maintenance	56	0	0.18	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098534	centriole assembly	38	0	0.12	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098542	defense response to other organism	596	0	1.92	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098586	cellular response to virus	27	0	0.09	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098609	cell-cell adhesion	258	0	0.83	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098659	inorganic cation import across plasma me...	28	0	0.09	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098661	inorganic anion transmembrane transport	53	0	0.17	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098693	regulation of synaptic vesicle cycle	49	0	0.16	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098722	asymmetric stem cell division	67	0	0.22	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098728	germline stem cell asymmetric division	21	0	0.07	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098732	macromolecule deacylation	64	0	0.21	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098739	import across plasma membrane	44	0	0.14	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098742	cell-cell adhesion via plasma-membrane a...	63	0	0.2	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098751	bone cell development	22	0	0.07	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098754	detoxification	66	0	0.21	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098771	inorganic ion homeostasis	303	0	0.98	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098773	skin epidermis development	54	0	0.17	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098815	modulation of excitatory postsynaptic po...	23	0	0.07	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098869	cellular oxidant detoxification	43	0	0.14	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098876	vesicle-mediated transport to the plasma...	104	0	0.34	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098900	regulation of action potential	22	0	0.07	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098916	anterograde trans-synaptic signaling	454	0	1.47	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098927	vesicle-mediated transport between endos...	32	0	0.1	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0098930	axonal transport	55	0	0.18	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099003	vesicle-mediated transport in synapse	172	0	0.56	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099024	plasma membrane invagination	61	0	0.2	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099054	presynapse assembly	23	0	0.07	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099111	microtubule-based transport	161	0	0.52	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099172	presynapse organization	61	0	0.2	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099173	postsynapse organization	82	0	0.26	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099174	regulation of presynapse organization	35	0	0.11	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099175	regulation of postsynapse organization	39	0	0.13	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099177	regulation of trans-synaptic signaling	272	0	0.88	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099504	synaptic vesicle cycle	147	0	0.47	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099518	vesicle cytoskeletal trafficking	36	0	0.12	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099536	synaptic signaling	466	0	1.5	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099537	trans-synaptic signaling	461	0	1.49	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099565	chemical synaptic transmission, postsyna...	57	0	0.18	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099587	inorganic ion import across plasma membr...	28	0	0.09	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0099643	signal release from synapse	156	0	0.5	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0106027	neuron projection organization	57	0	0.18	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0106030	neuron projection fasciculation	42	0	0.14	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0106118	regulation of sterol biosynthetic proces...	28	0	0.09	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0110020	regulation of actomyosin structure organ...	67	0	0.22	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0110053	regulation of actin filament organizatio...	138	0	0.45	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0110116	regulation of compound eye photoreceptor...	27	0	0.09	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0120032	regulation of plasma membrane bounded ce...	136	0	0.44	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0120033	negative regulation of plasma membrane b...	21	0	0.07	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0120034	positive regulation of plasma membrane b...	80	0	0.26	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0120039	plasma membrane bounded cell projection ...	660	0	2.13	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0120254	olefinic compound metabolic process	29	0	0.09	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0120305	regulation of pigmentation	32	0	0.1	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0120316	sperm flagellum assembly	28	0	0.09	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0140013	meiotic nuclear division	231	0	0.75	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0140029	exocytic process	62	0	0.2	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0140053	mitochondrial gene expression	146	0	0.47	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0140056	organelle localization by membrane tethe...	96	0	0.31	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0140112	extracellular vesicle biogenesis	20	0	0.06	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0140238	presynaptic endocytosis	58	0	0.19	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0140253	cell-cell fusion	59	0	0.19	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0140448	signaling receptor ligand precursor proc...	21	0	0.07	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0140527	reciprocal homologous recombination	48	0	0.15	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0140546	defense response to symbiont	434	0	1.4	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0140694	membraneless organelle assembly	324	0	1.05	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0140719	constitutive heterochromatin formation	37	0	0.12	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0140888	interferon-mediated signaling pathway	24	0	0.08	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0140962	multicellular organismal-level chemical ...	42	0	0.14	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0141005	transposable element silencing by hetero...	21	0	0.07	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0141091	transforming growth factor beta receptor...	189	0	0.61	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0141137	positive regulation of gene expression, ...	49	0	0.16	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0141188	nucleic acid catabolic process	298	0	0.96	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0141193	nuclear receptor-mediated signaling path...	123	0	0.4	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0150115	cell-substrate junction organization	54	0	0.17	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0150116	regulation of cell-substrate junction or...	30	0	0.1	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0170033	L-amino acid metabolic process	126	0	0.41	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0170034	L-amino acid biosynthetic process	36	0	0.12	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
GO:0170035	L-amino acid catabolic process	58	0	0.19	1.00000	1	0	L5_to_L2	concordant_down	23	7127	
